Year,Class,Scientific Name,Common Name,Global Rank,State Rank,Federal Status,State Status,SWAP Status,Counties of occurrence,
2017,Dicots,Lycium carolinianum,Christmas berry,G4,S1S2,,,,Counties of occurrence:  Mobile,
2017,Ferns and Relatives,Lycopodiella cernua,nodding clubmoss,G5,S1S2,,,,"Counties of occurrence:  Baldwin, Clarke, Crenshaw, Houston",
2017,Ferns and Relatives,Lycopodium obscurum,tree clubmoss,G5,S1,,,,,
2017,Ferns and Relatives,Lygodium palmatum,climbing fern,G4,S1,,,,"Counties of occurrence:  Clay, Cleburne, DeKalb
Family Osmundaceae  -  Royal Fern Family",
2017,Dicots,Lysimachia fraseri,Fraser's loosestrife,G3,S1,,,,"Counties of occurrence:  Calhoun, St. Clair",
2017,Dicots,Lysimachia graminea,grass-leaf loosestrife,G1Q,S1,,,,Counties of occurrence:  Cherokee,
2017,Fishes,Lythrurus fumeus,ribbon shiner,G5,S2,,,,"Counties of occurrence:  Colbert, Franklin, Lauderdale",
2017,Fishes,Lythrurus lirus,mountain shiner,G4,S3,,,,Counties of occurrence:  Lauderdale,
2017,Fishes,Lythrurus roseipinnis,cherryfin shiner,G5,S2,,,,"Counties of occurrence:  Baldwin, Clarke, Escambia, Mobile, Monroe, Washington",
2017,Dicots,Macranthera flammea,flame flower,G3,S2,,,,"Counties of occurrence:  Conecuh, Covington, Escambia, Geneva, Mobile",
2017,Fishes,Macrhybopsis hyostoma,shoal chub,G5,S2,,,P1,Counties of occurrence:  Limestone,
2017,Fishes,Macrhybopsis sp 2,Florida chub,G3,S3,,,,,
2017,Reptiles,Macrochelys temminckii,Alligator Snapping Turtle,G3G4,S3,UR,SP,,"Counties of occurrence:  Autauga4, Baldwin, Bullock, Calhoun, Chilton, Choctaw, Clarke, Colbert, Coosa, Covington, Elmore, Escambia, Franklin, Houston, Lauderdale, Lee, Lowndes, Macon, Marshall, Mobile, Monroe, Montgomery, Perry, Russell, Shelby, St. Clair, Sumter, Talladega, Tuscaloosa, Walker, Washington, Wilcox
Family Dermochelyidae  -  Leatherback Sea Turtles",
2017,Insects,Macromia margarita,mountain river cruiser,G3,SNR,,,,,
2017,Dicots,Magnolia fraseri,Fraser's magnolia,G5,S1,,,,,
2017,Reptiles,Malaclemys terrapin pileata,Mississippi Diamond-backed Terrapin,G4T3Q,S2,,SP,P1,"Counties of occurrence:  Baldwin, Mobile",
2017,Freshwater Mussels,Margaritifera marrianae,Alabama pearlshell7,G1,S1,LE,SP,P1,"Counties of occurrence:  Conecuh, Crenshaw, Escambia, Marion4, Monroe, Wilcox
Family Unionidae  -  Unionids (River Mussels)",
2017,Dicots,Marshallia mohrii,Mohr's Barbara's buttons,G3,S3,LT,,,"Counties of occurrence:  Bibb, Blount, Calhoun, Cherokee, Cullman4, Etowah, Walker",
2017,Freshwater Snails,Marstonia angulobasis,angled marstonia7,G1,S1,P2,,,,
2017,Freshwater Snails,Marstonia hershleri,Coosa pyrg7,G1,S1,P2,,,,
2017,Freshwater Snails,Marstonia pachyta,armored marstonia7,G1,S1,LE,SP,P1,Counties of occurrence:  Limestone,
2017,Freshwater Snails,Marstonia scalariformis,moss pyrg,G1,S1,SP,P2,,Counties of occurrence:  Madison,
2017,Dicots,Matelea alabamensis,Alabama anglepod,G2,S1,,,,Counties of occurrence:  Henry,
2017,Dicots,Matelea baldwyniana,Baldwin's milkvine,G3,S1,,,,"Counties of occurrence:  Barbour, Clarke, Monroe, Tallapoosa, Wilcox
Family Gentianaceae  -  Gentian Family",
2017,Arachnids,Maymena ambita,minute cave spider,GNR,SH,,,,"Counties of occurrence:  DeKalb, Madison, Marshall
Family Nesticidae  -  Scaffold Web Spiders",
2017,Freshwater Mussels,Medionidus acutissimus,Alabama moccasinshell,G2,S2,LT,SP,P1,"Counties of occurrence:  Greene, Lamar, Lawrence, Pickens, Shelby, Tuscaloosa, Winston",
2017,Freshwater Mussels,Medionidus conradicus,Cumberland moccasinshell,G3G4,S1,UR,SP,P1,"Counties of occurrence:  Colbert, Jackson, Lauderdale4, Madison4, Marshall4",
2017,Freshwater Mussels,Medionidus parvulus,Coosa moccasinshell,G1Q,SX,LE,SP,EXCAU,"Counties of occurrence4:  Bibb, Blount, Calhoun, Cherokee, Etowah, Jefferson, Shelby, St. Clair, Talladega, Winston",
2017,Freshwater Mussels,Medionidus penicillatus,Gulf moccasinshell,G2,S1,LE,SP,P1,"Counties of occurrence:  Houston, Russell4",
2017,Monocots,Melica nitens,three-flower melic grass,G5,S1,,,,Counties of occurrence:  Lawrence,
2017,Terrestrial Snails,Mesodon clausus trossulus,a land snail,G5T2T3,S1S2,,,,,
2017,Terrestrial Snails,Mesodon normalis,grand globe,G5,SNR,,,,,
2017,Terrestrial Snails,Mesodon sanus,squat globelet,G3,SNR,,,,,
2017,Terrestrial Snails,Mesodon trossulus,Danby globelet,G1,S1,,,,,
2017,Terrestrial Snails,Mesomphix friabilis,brittle button,G5,S1?,,,,,
2017,Terrestrial Snails,Mesomphix latior,broad button,G3G4,S2?,,,,,
2017,Arachnids,Microcreagris eurydice,a cave obligate pseudoscorpion7,G1,S1,,,,Counties of occurrence:  Jackson,
2017,Arachnids,Microcreagris nickajackensis,a cave obligate pseudoscorpion,G1G2,S1S2,,,,Counties of occurrence:  Jackson,
2017,Fishes,Micropterus cataractae,shoal bass,G3,S2,,GF-HP,P1,"Counties of occurrence:  Barbour, Chambers, Lee, Randolph, Russell",
2017,Mammals,Microtus ochrogaster,prairie vole,G5,S2,,,,"Counties of occurrence:  Limestone, Madison",
2017,Reptiles,Micrurus fulvius,Harlequin Coralsnake,G5,S3,,SP,P1,"Counties of occurrence:  Autauga4, Baldwin, Barbour, Bibb, Clarke, Coffee, Coosa, Covington, Dale, Geneva, Greene4, Henry, Houston, Mobile, St. Clair, Talladega, Washington
Family Viperidae  -  Pit Vipers",
2017,Dicots,Mikania cordifolia,Florida Keys hempweed,G5,S1,,,,"Counties of occurrence:  Baldwin, Geneva, Monroe",
2017,Crayfish and Shrimp,Miktoniscus medcofi,a cave isopod,GNR,SNR,,,,"Counties of occurrence:  Jackson, Madison, Marshall",
2017,Arachnids,Minicreagris pumila,a pseudoscorpion,GNR,S1S2,,,,"Counties of occurrence:  Blount, Jackson",
2017,Dicots,Minuartia godfreyi,Godfrey's sandwort,G1,SH,UR,,,Counties of occurrence:  Pickens4,
2017,Dicots,Mirabilis albida,pale umbrella-wort,G5,S2,,,,"Counties of occurrence:  Bibb, Dallas, Franklin, Greene, Sumter
Family Portulacaceae  -  Purslane Family",
2017,Dicots,Mitella diphylla,miterwort,G5,S1,,,,"Counties of occurrence:  Jackson, Morgan",
2017,Dicots,Mitreola angustifolia,narrow-leaf miterwort,G4G5,S1,,,,Counties of occurrence: Houston ,
2017,Dicots,Monarda clinopodia,basil bee-balm,G5,S2,,,,"Counties of occurrence:  Etowah, Jackson, Jefferson, Lauderdale, Madison, Shelby",
2017,Dicots,Monotropsis odorata var. odorata,sweet pinesap,G3T?,S1,,,,"Counties of occurrence:  Cullman, Hale, Lawrence",
2017,Fishes,Moxostoma anisurum,silver redhorse,G5,S2,,CNGF,,"Counties of occurrence:  Franklin, Jackson, Lauderdale, Lawrence, Limestone, Madison, Marshall, Morgan",
2017,Fishes,Moxostoma breviceps,shorthead redhorse,G5,S3,,CNGF,,"Counties of occurrence:  Franklin, Jackson, Lauderdale, Lawrence, Limestone, Madison, Marshall, Morgan",
2017,Fishes,Moxostoma lachneri,greater jumprock,G4,S3,,CNGF,,"Counties of occurrence:  Barbour, Chambers, Henry, Houston, Lee, Randolph, Russell",
2017,Fishes,Moxostoma sp. cf. poecilurum,Apalachicola redhorse,G3,S2,,CNGF,,"Counties of occurrence:  Barbour, Chambers, Henry, Houston, Lee, Russell",
2017,Monocots,Muhlenbergia sobolifera,cliff muhly,G5,S1,,,,"Counties of occurrence:  Franklin, Jackson, Lauderdale, Madison",
2017,Mammals,Mustela frenata,long-tailed weasel,G5,S3,,SP,P2,"Counties of occurrence15:  Baldwin, Bibb, Butler, Clarke, Geneva, Greene, Jackson, Walker
Family Mephitidae  -  Skunks",
2017,Birds,Mycteria americana,Wood Stork,G4,S2N,LT1,SP,P2,"Counties of occurrence:  Autauga, Baldwin, Barbour, Bibb, Bullock, Butler, Chilton, Choctaw, Clarke, Coffee, Colbert, Conecuh, Covington, Crenshaw, Dallas, Elmore, Escambia, Geneva, Greene, Hale, Houston, Lee, Lowndes, Macon, Madison, Marengo, Mobile, Monroe, Montgomery, Perry, Russell, Shelby, Sumter, Tuscaloosa, Washington, Wilcox
ORDER PELICANIFORMES  -  Pelicans, Herons, Ibises, and Allies Family Ardeidae  -  Herons and Bitterns",
2017,Mammals,Myotis austroriparius,southeastern myotis,G3G4,S2,,SP,P1,"Counties of occurrence:  Conecuh, Covington, Monroe",
2017,Mammals,Myotis grisescens,gray myotis,G3,S2,LE,SP,P1,"Counties of occurrence:  Bibb9, Blount9, Calhoun9, Cherokee9, Chilton9, Clay9, Cleburne9, Colbert, Conecuh, Coosa9, Cullman9, DeKalb, Escambia9, Etowah9, Franklin, Hale9, Jackson, Jefferson9, Lauderdale, Lawrence, Limestone, Madison, Marshall, Morgan, Shelby, St. Clair9, Talladega9, Tuscaloosa9",
2017,Mammals,Myotis leibii,eastern small-footed myotis,G1G3,SNA 10,,,P1,,
2017,Mammals,Myotis lucifugus,little brown myotis,G3,S3,,SP,P1,"Counties of occurrence:  Conecuh, Madison",
2017,Mammals,Myotis septentrionalis,northern myotis,G2G3,S2,LT,SP,P1,"Counties of occurrence:  Franklin, Lawrence",
2017,Mammals,Myotis sodalis,Indiana bat,G2,S2,LE,SP,P1,"Counties of occurrence:  Bibb9, Blount4, Calhoun9, Cherokee9, Chilton9, Clay, Cleburne9, Colbert9, Coosa9, Cullman9, DeKalb9, Etowah9, Franklin9, Hale9, Jackson, Jefferson9, Lauderdale9, Lawrence, Limestone9, Madison9, Marshall, Morgan, Shelby, St. Clair9, Talladega9, Tuscaloosa9
ORDER CARNIVORA  -  Carnivores Family Felidae  -  Cats",
2017,Dicots,Myriophyllum laxum,loose water-milfoil,G3,S2,,,,"Counties of occurrence:  Conecuh, Covington, Escambia, Mobile, Washington
ORDER HAMAMELIDALES
Family Hamamelidaceae  -  Witch-hazel Family",
2017,Non-Vascular Plants,Myurella siberica,liverwort,GNR,S1,,,,,
2017,Monocots,Najas gracillima,thread-like naiad,G5?,S1,,,,Counties of occurrence:  Chambers,
2017,Insects,Nannothemis bella,elfin skimmer,G4,SNR,,,,,
2017,Amphibians,Necturus alabamensis,Black Warrior Waterdog7,G2,S2,C,SP,P1,"Counties of occurrence:  Blount, Cullman18, Fayette18, Jefferson18, Lawrence18, Marshall, Tuscaloosa, Walker, Winston",
2017,Amphibians,Necturus maculosus,Mudpuppy,G5,S1,,,,"Counties of occurrence:  Colbert, Franklin, Lauderdale, Madison, Marshall
Family Sirenidae  -  Sirens",
2017,Monocots,Nemastylis geminiflora,prairie pleatleaf,G4,S1,,,,"Counties of occurrence:  Greene, Pickens, Sumter",
2017,Arachnids,Neoleptoneta alabama,a cave spider7,GNR,S1S2,,,,"Counties of occurrence:  Calhoun, DeKalb, Marshall",
2017,Arachnids,Neoleptoneta archeri,a spider,GNR,SH,,,,Counties of occurrence:  Tuscaloosa4,
2017,Arachnids,Neoleptoneta blanda,a cave spider7,GNR,SH,,,,Counties of occurrence:  Blount4,
2017,Arachnids,Neoleptoneta serena,a cave obligate spider7,G1G2,S1S2,,,,"Counties of occurrence:  Lauderdale
Family Linyphiidae  -  Sheet Weaver Spiders",
2017,Insects,Neonympha areolata,Georgia satyr,G3G4,SU,,,,,
2017,Insects,Neonympha mitchellii,Mitchell’s satyr,G2,S1S2,LE,SP,P1,"Counties of occurrence:  Bibb, Hale, Perry, Tuscaloosa",
2017,Mammals,Neotoma magister,Allegheny woodrat,G3G4,S3,,,P2,"Counties of occurrence:  Colbert, Lauderdale, Limestone, Jackson, Madison, Marshall",
2017,Reptiles,Nerodia clarkii clarkii,Gulf Saltmarsh Watersnake,G4T4,S2,,SP,P2,"Counties of occurrence:  Baldwin, Mobile",
2017,Reptiles,Nerodia cyclopion,Mississippi Green Watersnake,G5,S1S2,,,,"Counties of occurrence:  Baldwin, Mobile",
2017,Reptiles,Nerodia floridana,Florida Green Watersnake,G5,S1S2,,,,Counties of occurrence:  Baldwin,
2017,Reptiles,Nerodia taxispilota,Brown Watersnake,G5,S3,,,,"Counties of occurrence:  Baldwin, Barbour, Coffee, Covington, Dale, Escambia, Geneva, Henry, Houston, Lee,
Russell",
2017,Arachnids,Nesticus barri,a cave obligate spider,G3,S3,,,,"Counties of occurrence:  Jackson, Marshall",
2017,Arachnids,Nesticus jonesi,Cave Spring cave spider7,G1,S1,,,,"Counties of occurrence:  Morgan
Family Tengellidae  -  Tengellid Spiders",
2017,Dicots,Nestronia umbellula,nestronia,G4,S2,,,,"Counties of occurrence:  Bibb, Cherokee, Clarke, DeKalb, Hale, Lowndes, Marshall, Winston",
2017,Insects,Neurocordulia molesta,smoky shadowdragon,G4,S3,,,,"Counties of occurrence: Baldwin, Colbert, Elmore, Greene, Jackson, Lauderdale, Macon, Monroe, Perry, Sumter, Tuscaloosa ",
2017,Dicots,Neviusia alabamensis,Alabama snow-wreath,G2,S2,,,,"Counties of occurrence:  Bibb, Blount, Jackson, Jefferson, Limestone, Madison, St. Clair, Tuscaloosa",
2017,Insects,Nicrophorus americanus,American burying beetle,G2G3,SH,"LE, UR49",SP,EX,,
2017,Fishes,Nocomis micropogon,river chub,G5,S2,,,,"Counties of occurrence:  DeKalb, Franklin, Jackson, Lauderdale, Madison, Winston",
2017,Fishes,Notropis albizonatus,palezone shiner,G1,S1,LE,SP,P1,"Counties of occurrence:  Lawrence4, Jackson",
2017,Fishes,Notropis ariommus,popeye shiner,G3,SX,UR,,EX,Counties of occurrence:  Lauderdale4,
2017,Fishes,Notropis boops,bigeye shiner,G5,S2,,,,"Counties of occurrence:  Colbert, Franklin, Jackson, Lauderdale, Lawrence, Limestone, Madison, Marshall",
2017,Fishes,Notropis buchanani,ghost shiner,G5,S2,,,P2,"Counties of occurrence:  Colbert4, Lauderdale, Lawrence4, Limestone, Madiosn4, Marshall, Morgan4",
2017,Fishes,Notropis cahabae,Cahaba shiner7,G2,S2,LE,SP,P1,"Counties of occurrence:  Bibb, Blount, Jefferson, Perry, Shelby",
2017,Fishes,Notropis chalybaeus,ironcolor shiner,G4,SH,,SP,P1,"Counties of occurrence4:  Baldwin, Clarke, Covington, Escambia, Henry, Houston, Mobile, Washington",
2017,Fishes,Notropis cummingsae,dusky shiner,G5,S2,,,P1,"Counties of occurrence:  Houston, Lee, Russell",
2017,Fishes,Notropis harperi,redeye chub,G4,S3,,,,"Counties of occurrence:  Barbour, Butler, Coffee, Covington, Crenshaw, Escambia, Geneva, Henry, Houston, Pike",
2017,Fishes,Notropis hypsilepis,highscale shiner,G3,S2,,,P2,"Counties of occurrence:  Chambers, Lee, Randolph, Russell",
2017,Fishes,Notropis leuciodus,Tennessee shiner,G5,S1,,,,"Counties of occurrence:  Jackson, Lauderdale, Madison, Marshall",
2017,Fishes,Notropis maculatus,taillight shiner,G5,S3,,,,"Counties of occurrence:  Baldwin, Clarke, Dale, Dallas, Escambia, Geneva, Greene, Houston, Lamar, Mobile, Monroe, Pickens, Russell, Sumter, Tuscaloosa, Washington, Wilcox",
2017,Fishes,Notropis melanostomus,blackmouth shiner,G2,S1,,SP,P2,Counties of occurrence:  Baldwin,
2017,Fishes,Notropis micropteryx,highland shiner,G5,S2,,,,"Counties of occurrence:  Colbert, Franklin, Lauderdale, Lawrence, Limestone",
2017,Fishes,Notropis photogenis,silver shiner,G5,S1,,,,"Counties of occurrence:  Lauderdale, Limestone",
2017,Fishes,Notropis sp. cf. spectrunculus,sawfin shiner,G4,S2,,,,"Counties of occurrence:  Jackson, Lauderdale, Limestone",
2017,Fishes,Notropis telescopus,telescope shiner,G5,S3,,,,"Counties of occurrence:  Colbert, Jackson, Lauderdale, Limestone, Madison",
2017,Fishes,Notropis uranoscopus,skygazer shiner,G3,S2,,,,"Counties of occurrence:  Bibb, Dallas, Elmore, Macon, Monroe, Montgomery, Perry, Tallapoosa, Wilcox",
2017,Fishes,Notropis wickliffi,channel shiner,G5,S1,,,,"Counties of occurrence:  Franklin, Lauderdale, Madison, Marshall",
2017,Fishes,Noturus elegans,elegant madtom,G4,SX,,CNGF,,"Counties of occurrence4:  Jackson, Limestone, Madison",
2017,Fishes,Noturus eleutherus,mountain madtom,G4,S1,,CNGF,P1,Counties of occurrence:  Limestone,
2017,Fishes,Noturus exilis,slender madtom,G5,S3,,CNGF,,"Counties of occurrence:  Colbert, Franklin, Lauderdale, Lawrence, Limestone, Marion",
2017,Fishes,Noturus miurus,brindled madtom,G5,S1,,CNGF,P2,"Counties of occurrence:  Colbert, Franklin, Lauderdale4",
2017,Fishes,Noturus munitus,frecklebelly madtom,G3,S2,UR,"SP, CNGF",P1,"Counties of occurrence:  Bibb, Dallas, Greene, Lamar, Marion, Monroe, Perry, Pickens, Sumter, Tuscaloosa, Wilcox",
2017,Fishes,Noturus nocturnus,freckled madtom,G5,S3,,CNGF,,"Counties of occurrence:  Baldwin, Bibb, Choctaw, Clarke, Dallas, Franklin, Greene, Hale, Lamar, Lauderdale,
Lowndes, Macon, Marengo, Marion, Mobile, Morgan, Pickens, Sumter, Tuscaloosa, Washington, Wilcox, Winston",
2017,Fishes,Noturus sp. cf. flavus,highlands stonecat,G5T4Q,S1,,CNGF,,"Counties of occurrence:  Lauderdale, Limestone",
2017,Arachnids,Novobisium ingratum,a pseudoscorpion,GNR,S1,,,,Counties of occurrence:  Jackson,
2017,Birds,Numenius americanus,Long-Billed Curlew,G5,S2N,,SP,,Counties of occurrence:  Mobile,
2017,Dicots,Nuphar lutea ssp. ulvacea,west Florida cowlily,G5T2,S1,UR,,,"Counties of occurrence:  Baldwin, Mobile",
2017,Freshwater Mussels,Obovaria choctawensis,Choctaw bean,G2,S2,LE,SP,P2,"Counties of occurrence:  Barbour, Bullock, Butler, Coffee, Conecuh, Covington, Crenshaw, Dale, Escambia, Geneva, Henry, Houston, Pike",
2017,Freshwater Mussels,Obovaria jacksoniana,southern hickorynut,G2,S2,,PSM,P1,"Counties of occurrence:  Bibb4, Fayette, Greene, Lamar, Marengo4, Marion, Monroe4, Pickens, Shelby4, Sumter, Tuscaloosa",
2017,Freshwater Mussels,Obovaria olivaria,hickorynut,G4,SX,,PSM,EX,"Counties of occurrence4:  Colbert, Lauderdale, Limestone, Madison, Marshall, Morgan",
2017,Freshwater Mussels,Obovaria retusa,ring pink,G1,SX,LE,SP,EX,"Counties of occurrence4:  Colbert, Jackson, Lauderdale, Limestone, Madison, Marshall, Morgan",
2017,Freshwater Mussels,Obovaria subrotunda,round hickorynut,G4,S2,UR,PSM,P1,"Counties of occurrence:  Colbert, Franklin4, Jackson, Lauderdale4, Limestone4, Madison, Marshall, Morgan4",
2017,Freshwater Mussels,Obovaria unicolor,Alabama hickorynut,G3,S2,UR,PSM,P2,"Counties of occurrence:  Autauga4, Bibb4, Choctaw, Clarke4, Dallas4, Elmore4, Etowah4, Greene, Jefferson4, Lamar, Lowndes4, Marion, Montgomery4, Perry, Pickens, Shelby4, St. Clair4, Sumter, Talladega4, Tuscaloosa, Walker4, Washington4, Wilcox4",
2017,Dicots,Oenothera heterophylla,vari-leaf evening-primrose,G4,SH,,,,"Counties of occurrence:  Pickens, Sumter",
2017,Dicots,Onosmodium decipiens,Alabama marbleseed7,G2,S2,,,,Counties of occurrence:  Bibb,
2017,Dicots,Onosmodium molle ssp. molle,soft false gromwell,G4G5T3,S2,,,,"Counties of occurrence:  Franklin, Lawrence, Wilcox",
2017,Dicots,Onosmodium molle ssp. subsetosum,false gromwell,G4G5T4,S1,,,,"Counties of occurrence:  Madison
Family Lamiaceae  -  Mint Family",
2017,Insects,Onthophagus polyphemi,"onthophagus tortoise commensal
scarab beetle",GNR,SNR,,,,,
2017,"Diplurans, Springtails and Proturans",Onychiurus janus,a cave obligate springtail,G2G3,S1,,,,Counties of occurrence:  Calhoun,
2017,"Diplurans, Springtails and Proturans",Onychiurus paro,a cave obligate springtail7,G1,S1,,,,"Counties of occurrence:  Marshall
Family Sminthuridae",
2017,Ferns and Relatives,Ophioglossum engelmannii,limestone adder's-tongue,G5,S2S3,,,,"Counties of occurrence:  Bibb, Franklin, Lawrence, Madison, Morgan",
2017,Insects,Ophiogomphus acuminatus,acuminate snaketail,G3,S1S2,,,,,
2017,Insects,Ophiogomphus incurvatus alleghaniensis,Allegheny snaketail,G3T2T3,S1S2,UR,,,"Counties of occurrence:  Blount, Clay, Cleburne, Tuscaloosa",
2017,Insects,Ophiogomphus mainensis,Maine snaketail,G4,SNR,,,,,
2017,Reptiles,Ophisaurus attenuatus,Slender Glass Lizard,G5,S3,,SP,P2,"Counties of occurrence:  Barbour, Butler, Calhoun, Chambers, Cleburne, Coosa, Covington, Etowah, Jefferson, Lamar, Lauderdale, Lee, Macon, Morgan, Russell, Shelby, St. Clair, Tallapoosa",
2017,Reptiles,Ophisaurus mimicus,Mimic Glass Lizard,G3,S1,,SP,P1,"Counties of occurrence:  Baldwin4, Conecuh, Covington4, Mobile4
Family Scincidae  -  Skinks",
2017,Dicots,Orbexilum lupinellum,lupine scurfpea,G3G4,S1,,,,"Counties of occurrence: Autauga4, Pike",
2017,Dicots,Orbexilum simplex,single-stemmed scurf-pea,G4G5,S1,,,,"Counties of occurrence:  Mobile, Washington",
2017,Crayfish and Shrimp,Orconectes alabamensis,Alabama crayfish,G5,S3,,,,"Counties of occurrence:  Colbert4, Franklin, Lauderdale, Lawrence, Morgan",
2017,Crayfish and Shrimp,Orconectes australis,southern cave crayfish,G5,S3,,,,"Counties of occurrence:  Jackson, Madison, Morgan",
2017,Crayfish and Shrimp,Orconectes chickasawae,Chickasaw crayfish,G5,S2,,,,"Counties of occurrence:  Bibb, Chilton, Choctaw, Clarke, Dallas, Hale, Jefferson, Pickens, Sumter4, Tuscaloosa",
2017,Crayfish and Shrimp,Orconectes cooperi,Flint River crayfish,G1,S1,,,P2,Counties of occurrence:  Madison,
2017,Crayfish and Shrimp,Orconectes durelli,saddle Crayfish,G5,S1,,,P2,Counties of occurrence:  Lauderdale,
2017,Crayfish and Shrimp,Orconectes forceps,surgeon crayfish,G5,S3,,,,"Counties of occurrence:  Jackson, Lauderdale, Lawrence, Limestone, Madison",
2017,Crayfish and Shrimp,Orconectes holti,bimaculate crayfish7,G3Q,S3,,,,"Counties of occurrence:  Autauga, Clarke, Conecuh, Dallas, Escambia, Hale, Lowndes, Marengo, Monroe,
Montgomery, Perry, Sumter, Wilcox",
2017,Crayfish and Shrimp,Orconectes jonesi,Sucarnoochee River crayfish,G3,S3,UR,,,"Counties of occurrence:  Autauga, Choctaw, Clarke, Greene, Marengo, Monroe, Perry4, Pickens4, Sumter",
2017,Crayfish and Shrimp,Orconectes lancifer,shrimp crayfish,G5,S1,,,P2,"Counties of occurrence4:  Baldwin, Clarke",
2017,Crayfish and Shrimp,Orconectes mirus,wonderful crayfish,G4,S3,,,,"Counties of occurrence:  Jackson, Lauderdale, Limestone, Madison",
2017,Crayfish and Shrimp,Orconectes placidus,bigclaw crayfish,G5,S2,,,,"Counties of occurrence:  Colbert, Jackson, Lawrence, Limestone, Morgan",
2017,Crayfish and Shrimp,Orconectes putnami,phallic crayfish,G5,S3,,,,"Counties of occurrence:  Lauderdale, Lawrence, Limestone, Morgan4",
2017,Crayfish and Shrimp,Orconectes sheltae,Shelta Cave crayfish7,G1,S1,UR,,P1,Counties of occurrence:  Madison,
2017,Dicots,Orobanche uniflora,one-flowered broomrape,G5,S2,,,,"Counties of occurrence:  Bibb, Blount, Cherokee, Cullman, DeKalb, Etowah, Jackson, Marshall",
2017,Monocots,Orthochilus ecristatus,crestless eulophia,G2,S1,,,,"Counties of occurrence:  Baldwin, Mobile",
2017,Ferns and Relatives,Osmunda claytoniana,interrupted fern,G5,S1,,,,"Counties of occurrence:  Jackson
Family Pteridaceae  -  Maidenhair Fern Family",
2017,Dicots,Oxalis grandis,giant wood-sorrel,G4G5,S1,,,,"Counties of occurrence:  Jackson, Madison",
2017,Dicots,Pachysandra procumbens,Allegheny-spurge,G4G5,S2S3,,,,"Counties of occurrence:  Bibb, Butler, Colbert, Franklin, Lamar, Lawrence, Monroe
Family Euphorbiaceae  -  Spurge Family",
2017,Crayfish and Shrimp,Palaemonias alabamae,Alabama cave shrimp7,G1,S1,LE,SP,P1,Counties of occurrence:  Madison,
2017,Crayfish and Shrimp,Palaemonias sp.1,Tuscumbia cave shrimp7,G1,S1,,,,"Counties of occurrence:  Colbert
Family Cambaridae  -  Cambarid Crayfish and Crayfishes",
2017,Monocots,Panicum lithophilum,Swallen’s panic-grass,G2G3Q,S1,,,,"Counties of occurrence:  DeKalb, Lee",
2017,Monocots,Panicum nudicaule,naked-stemmed panic grass,G3Q,S2,,,,"Counties of occurrence:  Baldwin, Covington, Escambia, Mobile, Washington",
2017,Terrestrial Snails,Paravitrea bidens,gray supercoil,G1,S1,,,,,
2017,Terrestrial Snails,Paravitrea conecuhensis,triangular supercoil,G3,SNR,,,,,
2017,Terrestrial Snails,Paravitrea multidentata,dentate supercoil,G5,S2?,,,,,
2017,Terrestrial Snails,Paravitrea petrophila,Cherokee supercoil,G4,S1,,,,,
2017,Terrestrial Snails,Paravitrea pilsbryana,translucent supercoil,G2,S2?,,,,,
2017,Terrestrial Snails,Paravitrea tantilla,teasing supercoil,G3,S1?,,,,,
2017,Terrestrial Snails,Paravitrea tiara,crowned supercoil,G1G2,S1?,,,,,
2017,Terrestrial Snails,Paravitrea toma,sharp supercoil,G1,S1,,,,,
2017,Terrestrial Snails,Paravitrea umbilicaris,open supercoil,G2,SNR,,,,,
2017,Terrestrial Snails,Paravitrea variabilis,variable supercoil,G2G3,S1?,,,,,
2017,Dicots,Parnassia asarifolia,kidneyleaf grass-of-parnassus,G4,S2,,,,"Counties of occurrence:  Clay, Cleburne, Jackson, Lee",
2017,Dicots,Parnassia grandifolia,large-leaved grass-of-parnassus,G3,S1,,,,"Counties of occurrence:  Bibb, Choctaw4, Washington4
ORDER RUBIALES
Family Rubiaceae  -  Madder Family",
2017,Dicots,Paronychia herniarioides,coastal plain nailwort,G2G4,S1,,,,"Counties of occurrence:  Autauga, Dallas",
2017,Dicots,Paronychia rugelii,Rugel’s nailwort,G2?,S1,,,,Counties of occurrence:  Geneva,
2017,Dicots,Paronychia virginica,yellow nailwort,G4,S2,,,,Counties of occurrence:  Bibb,
2017,Birds,Passerina ciris,Painted Bunting,G5,S2B,,SP,,"Counties of occurrence:  Baldwin, Barbour, Butler, Covington, Crenshaw, Dallas, Greene, Hale, Lamar, Marengo, Mobile, Monroe, Montgomery, Pike, Sumter, Washington, Wilcox
Family Fringillidae  -  Fringilline and Cardueline Finches and Allies",
2017,Terrestrial Snails,Patera sargentiana,grand bladetooth7,G2,S2,,,,,
2017,Dicots,Pediomelum subacaule,Nashville breadroot,G4,S2,,,,"Counties of occurrence:  Colbert, Franklin, Lawrence",
2017,Freshwater Mussels,Pegias fabula,littlewing pearlymussel,G1,SX,LE,SP,EX,"Counties of occurrence4:  Lauderdale, Limestone",
2017,Monocots,Peltandra sagittifolia,spoon-flower,G3G4,S2,,,,"Counties of occurrence:  Baldwin, Covington, Dale, Escambia, Geneva, Mobile
ORDER ASPARAGALES
Family Amaryllidaceae  -  Amaryllis Family",
2017,Dicots,Penstemon multiflorus,many-flower beardtongue,G4,S1,,,,"Counties of occurrence:  Baldwin, Houston",
2017,Dicots,Penstemon smallii,Small's beardtongue,G3,S1,,,,,
